"date","name","amount","status","category","parent category","excluded","tags","type","account","account mask","note","recurring"
"2025-09-01","Ual*wifi",49,"posted","Travel & Vacation",,false,,"regular","United QuestSM Card","6081",,""
"2025-09-01","Iah E Q Restaurant",20.56,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-09-01","Lyft",20.21,"posted","Entertainment","Fun",false,,"regular","Ultimate Rewards®","2558",,""
"2025-09-01","Dd *doordash Blackrock",20.39,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2025-09-01","Dd *doordash Blackrock",7,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2025-09-01","From None",-108.25,"posted","Other",,false,,"regular","fayez-kirani",,,""
"2025-08-31","Little Woodrows Sugarland",73,"posted","Bars & Nightlife","Fun",false,,"regular","United QuestSM Card","9237",,""
"2025-08-31","Costco Gas",45.43,"posted","Gas","Car & Transport",false,,"regular","United QuestSM Card","9237",,""
"2025-08-31","Yummy Seafood Crawfi",179.47,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-31","Apple Store",107.17,"posted","Shops","Shopping",false,,"regular","United QuestSM Card","6081",,""
"2025-08-31","Amc 9640 Online",25.97,"posted","Entertainment","Fun",false,,"regular","Ultimate Rewards®","7433",,""
"2025-08-31","Interest Paid",-5.97,"posted","",,true,,"income","Certificate of Deposit","9862",,""
"2025-08-30","Online Transfer From Chk",-12380.73,"posted","",,true,,"internal transfer","Chase Savings","2212",,""
"2025-08-30","Armk Nrg Stadium Hh",60.08,"posted","Entertainment","Fun",false,,"regular","United QuestSM Card","6081",,""
"2025-08-30","Little Woodrows Sugarland",73,"posted","Bars & Nightlife","Fun",false,,"regular","United QuestSM Card","6081",,""
"2025-08-30","Yummy Seafood Crawfi",179.47,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-30","Lyft",11.77,"posted","Entertainment","Fun",false,,"regular","Ultimate Rewards®","2558",,""
"2025-08-30","Online Transfer To Sav",12380.73,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-30","Uber",16.53,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-29","Costco Gas",45.43,"posted","Gas","Car & Transport",false,,"regular","United QuestSM Card","6081",,""
"2025-08-29","Online Transfer From Chk",-7380.73,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-29","Zelle Payment To Millennialcuts Llc, Katy, Tx",65,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-29","Fantasypros",53.94,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-29","Chick-fil-a",10.66,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-28","Chick-fil-a",21.87,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-28",", Inc. Brex Reimb",-61.78,"posted","Other",,false,,"regular","Total Checking","8913",,""
"2025-08-27","Zelle Payment From Asim Sheikh",-135.29,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-27","Zelle Payment To Allen Nguyen",30,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-27","Zelle Payment From Suha F Kirani",-5000,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-26","Prizepicks",50,"posted","Other",,false,,"regular","United QuestSM Card","9237",,""
"2025-08-26","Chick-fil-a",21.87,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-26","Bswhealth",-14.21,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2025-08-25","Rim Tanon",56.3,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-25","Aiko",41.04,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-25","Driveway Finance Billpay",260,"posted","Car","Car & Transport",false,,"regular","Total Checking","8913",,"Driveway Finance Billpay"
"2025-08-25","Starbucks",10,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-25","Gympass Us Llc",135.29,"posted","Paybacks",,true,,"regular","AAdvantage Aviator","2347",,""
"2025-08-24","Starbucks",5.36,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-24","Catalina Coffee",6.75,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-24","Prizepicks",50,"posted","Entertainment","Fun",false,,"regular","United QuestSM Card","6081",,""
"2025-08-24","Zelle Payment To Farida Kirani",200,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-23","Rim Tanon",37.3,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-23","Aiko",41.04,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-23","Rim Tanon",19,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-23","Catalina Coffee",6.75,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-23","Zelle Payment From Sanchita Sharma",-19,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-22","Med*ut Physicians",40,"posted","Other",,false,,"regular","United QuestSM Card","9237",,""
"2025-08-22","Payment Thank You-mobile",-1209.98,"posted","",,true,,"internal transfer","United QuestSM Card","9237",,""
"2025-08-22","Bluestone Lane",59,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-22","Memorial Hermann Medical",12,"posted","Healthcare",,false,,"regular","United QuestSM Card","9237",,""
"2025-08-22","Payment Thank You-mobile",-1209.98,"posted","",,true,,"internal transfer","United QuestSM Card","6081",,""
"2025-08-22","Payment Thank You-mobile",-483.66,"posted","",,true,,"internal transfer","Ultimate Rewards®","2558",,""
"2025-08-22","Payment To Chase Card",1209.98,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-22","Fka Pal Payroll",-2931.56,"posted","",,true,,"income","Total Checking","8913",,""
"2025-08-22","Payment To Chase Card",483.66,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-22","Nayax **canteen Housto",1.85,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-21","Memorial Hermann Medical",12,"posted","Healthcare",,false,,"regular","United QuestSM Card","6081",,""
"2025-08-21","Med*ut Physicians",40,"posted","Healthcare",,false,,"regular","United QuestSM Card","6081",,""
"2025-08-21","Starbucks",5.36,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-21","Bluestone Lane",59,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-21","Interest Charge:purchases",1.3,"posted","Other",,false,,"regular","Venture X","9827",,""
"2025-08-21","Capital One Member Fee",395,"posted","Other",,false,,"regular","Venture X","9827",,""
"2025-08-21","Brunchy from Zoya Saeed",-20,"posted","Restaurants","Food & Drink",false,,"regular","fayez-kirani",,,""
"2025-08-20","Community Health And L",25,"posted","Other",,false,,"regular","United QuestSM Card","9237",,""
"2025-08-20","Expedia",16,"posted","Travel & Vacation",,false,,"regular","United QuestSM Card","9237",,""
"2025-08-20","Expedia",16,"posted","Travel & Vacation",,false,,"regular","United QuestSM Card","6081",,""
"2025-08-20","Yasmeen Jalal",40,"posted","Healthcare",,false,,"regular","Ultimate Rewards®","2558",,""
"2025-08-19","Shell",10,"posted","Gas","Car & Transport",false,,"regular","United QuestSM Card","9237",,""
"2025-08-19","Costco Gas",51.25,"posted","Gas","Car & Transport",false,,"regular","United QuestSM Card","9237",,""
"2025-08-18","Bayou Heights Bier G",67.8,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-18","Costco Gas",51.25,"posted","Gas","Car & Transport",false,,"regular","United QuestSM Card","6081",,""
"2025-08-18","Community Health And L",25,"posted","Other",,false,,"regular","United QuestSM Card","6081",,""
"2025-08-18","Capital One Mobile",105.15,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-18","Venmo",60,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-18","Capital One Mobile Pymt",-105.15,"posted","",,true,,"internal transfer","Venture X","9827",,""
"2025-08-18","Amazon Mktpl",37.88,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2025-08-18","Amazon Mktpl",50.17,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2025-08-18","Amazon Mktpl",21.26,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2025-08-18","Chick-fil-a",10.97,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-18","Ikea",119.08,"posted","Home",,false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-18","Www.pacsun.com",112.74,"posted","Clothing","Shopping",false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-17","Whataburger",13.74,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-17","Buffalo Wild Ecom",18.38,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-17","Bayou Heights Bier G",67.8,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-17","Shell",10,"posted","Gas","Car & Transport",false,,"regular","United QuestSM Card","6081",,""
"2025-08-17","Car Spa",40,"posted","Car","Car & Transport",false,,"regular","Bilt World Elite Mastercard�� ...1457","1457",,""
"2025-08-16","Past Due Fee",6,"posted","Other",,false,,"regular","Venture X","9827",,""
"2025-08-16","Finch to Arjun Mukherjee",60,"posted","Other",,false,,"regular","fayez-kirani",,,""
"2025-08-15","Starbucks",11.26,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-15","Blendin Coffee Club",7.14,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-15","Whataburger",13.74,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-15","Robinhood",100,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-15","Cash App*deon Oakland Ca",100,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-15","Wealthfront Edi Pymnts",1200,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-15","Chase (account ) Money In Deposit",-1200,"posted","",,true,,"income","Individual Cash Account","3967",,""
"2025-08-14","United",144.03,"posted","Travel & Vacation",,false,,"regular","United QuestSM Card","9237",,""
"2025-08-14","Blendin Coffee Club",7.14,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-14","Buffalo Wild Ecom",18.38,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-14","Barclaycard Us Creditcard",429.62,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-13","Www.pacsun.com",26.52,"posted","Clothing","Shopping",false,,"regular","United QuestSM Card","9237",,""
"2025-08-13","Best Buy",215.41,"posted","Shops","Shopping",false,,"regular","United QuestSM Card","9237",,""
"2025-08-13","Starbucks",11.26,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-13","Payment Received",-429.62,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2025-08-12","Wabi House",26.65,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-12","Starbucks",5.68,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-12","Buc-ee's",63.55,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-12","United",144.03,"posted","Travel & Vacation",,false,,"regular","United QuestSM Card","6081",,""
"2025-08-12","Best Buy",215.41,"posted","Shops","Shopping",false,,"regular","United QuestSM Card","6081",,""
"2025-08-12","#znq Brex Acctverify",-0.01,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-12","Barclaycard Us Creditcard",1449.59,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-11","Truck Yard",42.86,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-11","Blackfriar Pub Uptow",67.35,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-11","Venmo",100,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-11","Venmo",-716.49,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-11","Venmo",75,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-11","Amazon Mktpl",24.89,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2025-08-11","Payment Received",-1449.59,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2025-08-11","Withdrawal",716.49,"posted","",,true,,"internal transfer","fayez-kirani",,,""
"2025-08-10","Kazzan Ramen And Bar",148.36,"posted","Paybacks",,true,,"regular","United QuestSM Card","9237",,""
"2025-08-10","Buc-ee's",12.43,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-10","Maple & Motor",40.26,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-10","Www.pacsun.com",26.52,"posted","Clothing","Shopping",false,,"regular","United QuestSM Card","6081",,""
"2025-08-10","Buc-ee's",63.55,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-10","Starbucks",5.68,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-10","Wabi House",26.65,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-10","Payment Thank You-mobile",-2226.57,"posted","",,true,,"internal transfer","Ultimate Rewards®","7433",,""
"2025-08-10","Payment To Chase Card",2226.57,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-10","Amazon Mktpl",85.31,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2025-08-10","Maxrewards* Trial Over",99,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-10","Gympass Us Llc",108.24,"posted","Paybacks",,true,,"regular","AAdvantage Aviator","2347",,""
"2025-08-10","Gympass Us Llc",108.24,"posted","Gym",,false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-10","LLL dues to Sahil Shah",75,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-10","League dues to Anthony Truong",100,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-09","Blackfriar Pub Uptow",67.35,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-09","Truck Yard",42.86,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-09","Maple & Motor",40.26,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-09","Gympass Us Llc",108.24,"posted","Paybacks",,true,,"regular","AAdvantage Aviator","2347",,""
"2025-08-09","Lyft",5.9,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-08","Buc-ee's",12.43,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-08","Fka Pal Payroll",-3288.26,"posted","",,true,,"income","Total Checking","8913",,""
"2025-08-08","Atm Cash Deposit",-200,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-08","Zelle Payment To Shreya Datta",278.75,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-08","Interest Charge-purchases",67.4,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-07","Chick-fil-a",13.68,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-07","Kazzan Ramen And Bar",100,"posted","Paybacks",,true,,"regular","United QuestSM Card","6081",,""
"2025-08-07","Kazzan Ramen And Bar",48.36,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-07","Zelle Payment From Shyam Patel Bacv05llgp8g",-50,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-07","Zelle Payment From Samuel Ferguson Nav0jgj96jek",-50,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-07","Zelle Payment From Sofia A Pena",-50,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-07","Openai *chatgpt Subscr",21.28,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-06","Online Transfer From Chk",-500,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-06","Playstation",54.11,"posted","Shops","Shopping",false,,"regular","Discover it chrome Card","9880",,""
"2025-08-06","Peeps buy in from Arjun Mukherjee",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-06","⛽ from Aman Patel",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-05","Chick-fil-a",13.68,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-05","Wise Inc Wise Trnwise",110.19,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-05","Gympass from Arjun Mukherjee",-108.25,"posted","Gym",,false,,"regular","fayez-kirani",,,"Gympass From Arjun Mukherjee"
"2025-08-04","Buc-ee's",43.88,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-04","In-n-out Stafford",18.02,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-04","Buc-ee's",10.26,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-04","Barclaycard Us Creditcard",3364.77,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-04","Zelle Payment From Kushagr Bhatia Baci1dhksm3t",-50,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-04","Zelle Payment From Prathik Agnoor Wfct0z4n5vvt",-50,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-04","Zelle Payment From Pranav Ananthan Wfct0z4ms43q",-50,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-04","Public Storage",63,"posted","Other",,false,,"regular","Venture X","9827",,""
"2025-08-04","Paypal *hulu",29.22,"posted","Subscriptions",,false,,"regular","Venture X","9827",,""
"2025-08-04","Dues from Aniket Matharasi",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-04","Dallas peeps 2025/2026 from Bharath Kaimal",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-04","🏈 from Kanishk Adarkar",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-04","Dallas Peeps FF safety deposit from Naman Sharma",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-04","Dallas pee pees from Kartik Kancherla",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-04","Peeps from Rahul Venna",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-04","🏈 from Asim Sheikh",-50,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-08-03","258 Braums Store",9.49,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-08-03","Zelle Payment From Kushagr Bhatia",-151.54,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-03","Payment Received",-3364.77,"posted","",,true,,"internal transfer","AAdvantage Aviator","2347",,""
"2025-08-03","Gympass Us Llc",151.54,"posted","Paybacks",,true,,"regular","AAdvantage Aviator","2347",,""
"2025-08-02","Buc-ee's",43.88,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-02","Buc-ee's",10.26,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-02","In-n-out Stafford",18.02,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-02","Wingstop",7.01,"posted","Restaurants","Food & Drink",false,,"regular","AAdvantage Aviator","2347",,""
"2025-08-01","Annual Membership Fee",350,"posted","Other",,false,,"regular","United QuestSM Card","9237",,""
"2025-08-01","Annual Membership Fee",350,"posted","Other",,false,,"regular","United QuestSM Card","6081",,""
"2025-08-01","258 Braums Store",9.49,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-08-01","Venmo",30,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-08-01","Total Interest Earned In July Interest Paid_interest",-32.21,"posted","",,true,,"income","Individual Cash Account","3967",,""
"2025-08-01","Curb Svc - Taxi App",61.78,"posted","",,true,,"regular","AAdvantage Aviator","2347",,""
"2025-08-01","Gym pass - August from Bharath Kaimal",-108.25,"posted","Paybacks",,true,,"regular","fayez-kirani",,,""
"2025-07-31","American Express Ach",239.79,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-31","Momentum Bmw Mini Christian.c@s Tx",500,"posted","Car","Car & Transport",false,,"regular","Total Checking","8913",,""
"2025-07-31","Interest Paid",-5.95,"posted","",,true,,"income","Certificate of Deposit","9862",,""
"2025-07-31","Annual Fee",99,"posted","Other",,false,,"regular","AAdvantage Aviator","2347",,""
"2025-07-31","Flighty renewal from Asim Sheikh",-49.99,"posted","Other",,false,,"regular","fayez-kirani",,,""
"2025-07-31","Dues to Sahil Shah",30,"posted","Fantasy Football",,true,,"regular","fayez-kirani",,,""
"2025-07-30","Amc 9640 Online",25.97,"posted","Entertainment","Fun",false,,"regular","Ultimate Rewards®","7433",,""
"2025-07-29","Robinhood",2913.1,"posted","",,true,,"internal transfer","Chase Savings","2212",,""
"2025-07-29","Wells Fargo Card Biltcrdcrd",40,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-28","Sundown At Granada",15,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-28","Fortune House - Dall",107.09,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-28","Lyft",15.67,"posted","Entertainment","Fun",false,,"regular","United QuestSM Card","9237",,""
"2025-07-28","Mcdonald's",17.32,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-28","Truck Yard",132.5,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-28","Merit Highland Park",7.69,"posted","Entertainment","Fun",false,,"regular","United QuestSM Card","9237",,""
"2025-07-28","Merit Highland Park",7.69,"posted","Entertainment","Fun",false,,"regular","United QuestSM Card","6081",,""
"2025-07-28","Lyft",15.67,"posted","Entertainment","Fun",false,,"regular","United QuestSM Card","6081",,""
"2025-07-28","Mcdonald's",17.32,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-28","Fortune House - Dall",107.09,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-28","Sundown At Granada",15,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-28","Truck Yard",132.5,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-28","Venmo",44.79,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-28","Discover E-payment",42.93,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-27","Bww Dallas",21,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-27","Chick-fil-a",14.01,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-27","Bww Dallas",21,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-27","Chick-fil-a",14.01,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-27","Internet Payment - Thank You",-42.93,"posted","",,true,,"internal transfer","Discover it chrome Card","9880",,""
"2025-07-27","Online Ach Payment Ref",-40,"posted","",,true,,"internal transfer","Bilt World Elite Mastercard�� ...1457","1457",,""
"2025-07-27","Hotpot 😸 to Wendi Zhang",44.79,"posted","Other",,false,,"regular","fayez-kirani",,,""
"2025-07-26","Zelle Payment To Jose Jpm99bh3ypfd",55,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-26","Uber",7.05,"posted","Entertainment","Fun",false,,"regular","AAdvantage Aviator","2347",,""
"2025-07-25","Online Transfer From Chk",-2913.1,"posted","",,true,,"internal transfer","Chase Savings","2212",,""
"2025-07-25","Buc-ee's",3.24,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-25","Sushi Masa Sugar Land",27.68,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-25","Starbucks",5.68,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-25","Starbucks",5.68,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-25","Sushi Masa Sugar Land",27.68,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-25","Buc-ee's",3.24,"posted","Groceries","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-25","Fka Pal Direct Dep",-2913.1,"posted","",,true,,"income","Total Checking","8913",,""
"2025-07-25","Hyundai Capital Direct Dep",-1496.41,"posted","",,true,,"income","Total Checking","8913",,""
"2025-07-25","Fka Pal Direct Dep",-3291.26,"posted","",,true,,"income","Total Checking","8913",,""
"2025-07-25","Online Transfer To Sav",2913.1,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-25","Gympass Us Llc",108.24,"posted","Gym",,false,,"regular","AAdvantage Aviator","2347",,""
"2025-07-24","Chick-fil-a",10.66,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-24","Costco Gas",39.88,"posted","Gas","Car & Transport",false,,"regular","United QuestSM Card","9237",,""
"2025-07-24","Walgreens",3.24,"posted","Healthcare",,false,,"regular","United QuestSM Card","9237",,""
"2025-07-24","Walgreens",3.24,"posted","Healthcare",,false,,"regular","United QuestSM Card","6081",,""
"2025-07-24","Chick-fil-a",10.66,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-24","Costco Gas",39.88,"posted","Gas","Car & Transport",false,,"regular","United QuestSM Card","6081",,""
"2025-07-24","Zelle Payment To Farida Kirani",200,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-24","Venmo",20,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-24","Driveway Finance Billpay",260,"posted","Car","Car & Transport",false,,"regular","Total Checking","8913",,"Driveway Finance Billpay"
"2025-07-23","Nu Cafe",9.9,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
"2025-07-23","Nu Cafe",9.9,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","6081",,""
"2025-07-23","Online Transfer From Chk",-100,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-22","Venmo",-155.47,"posted","",,true,,"internal transfer","Total Checking","8913",,""
"2025-07-22","Pool to Zoya Saeed",20,"posted","Other",,false,,"regular","fayez-kirani",,,""
"2025-07-21","Dd *doordash Totalwine",16.57,"posted","Restaurants","Food & Drink",false,,"regular","United QuestSM Card","9237",,""
